. depth . depth																						
Depth (m) EDC	Ice age (a 1950) AICC		depth m EDC	Gas age (a 1950) AICC		EDC depth[m]	EDC CH4 [ppbv]		Gas age (a 1950) AICC	depth/gas age m EDC		depth m EDC (ref)	CO2compositBereiter		Ice age (a 1950) AICC	Depth/Ice age (m) EDC		Depth(m) EDC	EDC deut cor		Depth (m) EDC (ref)	nssCA800ka
2833.05	483113		2890.8	520466		2922.73	427		520466	2890.8		3131.122998	210.07		483113	2833.05		952.6	-426.5			
2834.7	484397		2892.45	521595		2923.82	418		521595	2892.45		3131.754498	210.24		484397	2834.7		953.15	-424.3			
2836.35	485621		2894.1	522708		2924.92	409		522708	2894.1		3132.125	211.08		485621	2836.35		953.7	-422.2			
2838	486784		2895.75	523829		2926.02	390		523829	2895.75		3132.924501	210.01		486784	2838		954.25	-430.1			
2839.65	487926		2897.4	524973		2927.17	434		524973	2897.4		3133.322996	212.17		487926	2839.65		954.8	-428.6			
2841.3	488984		2899.05	526128		2928.22	456		526128	2899.05		3134.024496	210.16		488984	2841.3		955.35	-419			
2842.95	489972		2900.7	527312		2929.32	472		527312	2900.7		3134.325003	210.7		489972	2842.95		955.9	-422.5			
2844.6	490975		2902.35	528539		2930.42	477		528539	2902.35		3135.057	211.62		490975	2844.6		956.45	-422.6			
2846.25	491987		2904	529872		2931.53	491		529872	2904		3135.51775	213.73		491987	2846.25		957	-421.4			
2847.9	493059		2905.65	531226		2931.99	443		531226	2905.65		3136.1895	208.11		493059	2847.9		957.55	-430.8			
2849.55	494161		2907.3	532541		2932.62	431		532541	2907.3		3136.525	207.72		494161	2849.55		958.1	-425.2			
2851.2	495272		2908.95	533958		2933.72	471		533958	2908.95		3137.2545	210.6		495272	2851.2		958.65	-427.8			
2852.85	496406		2910.6	535632		2934.82	501		535632	2910.6		3137.723	216.15		496406	2852.85		959.2	-427.1			
2854.5	497526		2912.25	537366		2935.93	519		537366	2912.25		3138.435999	214.66		497526	2854.5		959.75	-430.6			
2856.15	498658		2913.9	539008		2937.02	557		539008	2913.9		3138.725001	217.88		498658	2856.15		960.3	-431.1			
2857.8	499780		2915.55	540613		2938.12	578		540613	2915.55		3139.457005	217.19		499780	2857.8		960.85	-428.6			
2859.45	500919		2917.2	542218		2939.22	575		542218	2917.2		3139.892502	213.14		500919	2859.45		961.4	-427			
2861.1	502084		2918.85	543875		2940.43	531		543875	2918.85		3140.542001	206.92		502084	2861.1		961.95	-432			
2862.75	503249		2920.5	545434		2941.42	496		545434	2920.5		3140.875504	204.52		503249	2862.75		962.5	-428.9			
2864.4	504397		2922.15	546856		2942.52	443		546856	2922.15		3141.656996	191.74		504397	2864.4		963.05	-424.5			
2866.05	505539		2923.8	548322		2943.62	443		548322	2923.8		3142.120504	185.61		505539	2866.05		963.6	-430.6			
2867.7	506785		2925.45	549746		2944.73	468		549746	2925.45		3142.848198	185.4		506785	2867.7		964.15	-427.4			
2869.35	507984		2927.1	551036		2945.81	492		551036	2927.1		3143.124997	183.39		507984	2869.35		964.7	-423.4			
2871	509170		2928.75	552131		2946.92	501		552131	2928.75		3143.856998	184.77		509170	2871		965.25	-421.7			
2872.65	510488		2930.4	552980		2948.02	516		552980	2930.4		3144.322997	189.14		510488	2872.65		965.8	-430.4			
2874.3	511757		2932.05	553824		2948.49	511		553824	2932.05		3144.979501	188.65		511757	2874.3		966.35	-428.5			
2875.95	513025		2933.7	554835		2949.59	464		554835	2933.7		3145.3225	187.33		513025	2875.95		966.9	-430.5			
2877.6	514257		2935.35	555861		2950.74	484		555861	2935.35		3146.059503	188.18		514257	2877.6		967.45	-432.2			
2879.25	515459		2937	556703		2951.32	486		556703	2937		3146.522999	188.97		515459	2879.25		968	-427.1			
2880.9	516641		2938.65	557402		2952.42	497		557402	2938.65		3147.475004	187.29		516641	2880.9		968.55	-425.7			
2882.55	517754		2940.3	558081		2953.53	495		558081	2940.3		3148.262003	190.24		517754	2882.55		969.1	-429.8			
2884.2	518895		2941.95	558795		2954.62	532		558795	2941.95		3148.723002	187.92		518895	2884.2		969.65	-433.7			
2885.85	519979		2943.6	559606		2955.72	529		559606	2943.6		3149.354504	187.95		519979	2885.85		970.2	-425.5			
2887.5	521059		2945.25	560452		2956.82	554		560452	2945.25		3149.682749	187.54		521059	2887.5		970.75	-429.8			
2889.15	522137		2946.9	561244		2957.93	550		561244	2946.9		3150.454496	188.68		522137	2889.15		971.3	-428.1			
2890.8	523211		2948.55	561900		2959.02	579		561900	2948.55		3150.914801	190.17		523211	2890.8		971.85	-429.5			
2892.45	524324		2950.2	562533		2960.12	581		562533	2950.2		3151.651499	192.08		524324	2892.45		972.4	-430.9			
2894.1	525473		2951.85	563146		2961.23	589		563146	2951.85		3151.9125	191.3		525473	2894.1		972.95	-431.3			
2895.75	526691		2953.5	563747		2962.33	577		563747	2953.5		3152.654501	193.55		526691	2895.75		973.5	-429			
2897.4	527925		2955.15	564321		2963.42	627		564321	2955.15		3153.122999	197.5		527925	2897.4		974.05	-435.7			
2899.05	529151		2956.8	564943		2964.55	618		564943	2956.8		3153.784501	195.43		529151	2899.05		974.6	-432.6			
2900.7	530393		2958.45	565550		2965.62	626		565550	2958.45		3154.102497	203.9		530393	2900.7		975.15	-428.7			
2902.35	531622		2960.1	566083		2966.73	620		566083	2960.1		3154.957002	199.05		531622	2902.35		975.7	-431.6			
2904	532821		2961.75	566598		2967.82	603		566598	2961.75		3155.323001	203.3		532821	2904		976.25	-433.6			
2905.65	534180		2963.4	567092		2968.92	615		567092	2963.4		3156.082001	208.1		534180	2905.65		976.8	-432.1			
2907.3	535823		2965.05	567560		2970.02	613		567560	2965.05		3156.3025	209.45		535823	2907.3		977.35	-430.5			
2908.95	537631		2966.7	568061		2971.13	589		568061	2966.7		3157.054499	213.61		537631	2908.95		977.9	-432.7			
2910.6	539349		2968.35	568543		2972.22	590		568543	2968.35		3157.523003	218.35		539349	2910.6		978.45	-433.6			
2912.25	541010		2970	569140		2973.32	589		569140	2970		3158.154499	222.72		541010	2912.25		979	-437.2			
2913.9	542668		2971.65	569694		2974.42	588		569694	2971.65		3158.525001	226.94		542668	2913.9		979.55	-436.3			
2915.55	544440		2973.3	570275		2975.53	580		570275	2973.3		3158.799998	223.02		544440	2915.55		980.1	-440.7			
2917.2	546144		2974.95	570873		2976.62	597		570873	2974.95		3158.999998	225.37		546144	2917.2		980.65	-436			
2918.85	547756		2976.6	571472		2977.72	594		571472	2976.6		3159.354504	225.62		547756	2918.85		981.2	-434.6			
2920.5	549331		2978.25	571984		2978.85	610		571984	2978.25		3159.722998	222.71		549331	2920.5		981.75	-435.3			
2922.15	550750		2979.9	572494		2979.93	604		572494	2979.9		3160.469501	216.64		550750	2922.15		982.3	-436.1			
2923.8	552026		2981.55	573063		2981.02	614		573063	2981.55		3160.712331	214.69		552026	2923.8		982.85	-438.6			
2925.45	553161		2983.2	573698		2982.12	612		573698	2983.2		3161.456997	214		553161	2925.45		983.4	-440.2			
2927.1	554287		2984.85	574377		2983.22	613		574377	2984.85		3161.922997	219.95		554287	2927.1		983.95	-438.4			
2928.75	555412		2986.5	575037		2984.33	598		575037	2986.5		3162.554498	223.89		555412	2928.75		984.5	-430.4			
2930.4	556367		2988.15	575665		2985.43	620		575665	2988.15		3162.906336	222.93		556367	2930.4		985.05	-440.5			
2932.05	557202		2989.8	576354		2986.52	605		576354	2989.8		3163.200003	233.66		557202	2932.05		985.6	-440.4			
2933.7	557965		2991.45	577128		2987.62	600		577128	2991.45		3163.399996	229.41		557965	2933.7		986.15	-440.1			
2935.35	558787		2993.1	577937		2988.73	581		577937	2993.1		3163.654497	232.12		558787	2935.35		986.7	-438.2			
2937	559618		2994.75	578756		2989.82	589		578756	2994.75		3164.122998	230.62		559618	2937		987.25	-436.4			
2938.65	560457		2996.4	579563		2990.92	584		579563	2996.4		3164.835998	224.86		560457	2938.65		987.8	-442.1			
2940.3	561324		2998.05	580416		2992.02	597		580416	2998.05		3165.125002	223.82		561324	2940.3		988.35	-443.9			
2941.95	562094		2999.7	581497		2993.13	579		581497	2999.7		3165.862247	221.64		562094	2941.95		988.9	-438.6			
2943.6	562827		3001.35	582859		2994.22	602		582859	3001.35		3166.322997	225.87		562827	2943.6		989.45	-437.5			
2945.25	563523		3003	584551		2995.32	602		584551	3003		3166.972602	230.63		563523	2945.25		990	-448.3			
2946.9	564178		3004.65	586126		2996.42	618		586126	3004.65		3167.260002	229.56		564178	2946.9		990.55	-442.7			
2948.55	564797		3006.3	587735		2997.53	609		587735	3006.3		3167.599998	236.32		564797	2948.55		991.1	-442.4			
2950.2	565395		3007.95	589454		2997.99	521		589454	3007.95		3167.800002	234.24		565395	2950.2		991.65	-443.6			
2951.85	565964		3009.6	591046		2998.62	505		591046	3009.6		3168.054496	239.71		565964	2951.85		992.2	-440.8			
2953.5	566504		3011.25	592815		2999.72	484		592815	3011.25		3168.289997	243.89		566504	2953.5		992.75	-442.9			
2955.15	567049		3012.9	594793		3000.82	488		594793	3012.9		3168.49725	246.49		567049	2955.15		993.3	-441.4			
2956.8	567574		3014.55	596825		3001.93	482		596825	3014.55		3168.700003	243.85		567574	2956.8		993.85	-440.1			
2958.45	568103		3016.2	599140		3005.22	470		599140	3016.2		3168.900001	246.03		568103	2958.45		994.4	-438			
2960.1	568615		3017.85	601291		3006.33	451		601291	3017.85		3169.242001	237.78		568615	2960.1		994.95	-427			
2961.75	569123		3019.5	603306		3007.42	468		603306	3019.5		3169.525003	239.23		569123	2961.75		995.5	-427.9			
2963.4	569617		3021.15	605337		3008.52	480		605337	3021.15		3170.254501	238.39		569617	2963.4		996.05	-437.1			
2965.05	570116		3022.8	607377		3009.07	428		607377	3022.8		3170.717749	241.74		570116	2965.05		996.6	-426.7			
2966.7	570608		3024.45	609279		3010.73	483		609279	3024.45		3171.354501	245.32		570608	2966.7		997.15	-440.3			
2968.35	571104		3026.1	611049		3011.82	510		611049	3026.1		3171.725002	248.92		571104	2968.35		997.7	-434.3			
2970	571609		3027.75	612791		3012.92	539		612791	3027.75		3172.4645	247.3		571609	2970		998.25	-434.2			
2971.65	572113		3029.4	614563		3013.39	463		614563	3029.4		3172.917749	252.46		572113	2971.65		998.8	-429.7			
2973.3	572626		3031.05	616387		3014.02	448		616387	3031.05		3173.649497	254.93		572626	2973.3		999.35	-431.7			
2974.95	573161		3032.7	618322		3015.13	465		618322	3032.7		3173.925004	254.69		573161	2974.95		999.9	-438.3			
2976.6	573696		3034.35	620317		3015.59	496		620317	3034.35		3174.654498	254.43		573696	2976.6		1000.45	-441.6			
2978.25	574257		3036	622370		3016.22	544		622370	3036		3175.114003	252.52		574257	2978.25		1001	-437.4			
2979.9	574819		3037.65	624533		3017.33	534		624533	3037.65		3175.844498	257.21		574819	2979.9		1001.55	-439.8			
2981.55	575388		3039.3	626863		3018.42	542		626863	3039.3		3176.124998	251.51		575388	2981.55		1002.1	-443.1			
2983.2	575974		3040.95	629917		3019.53	526		629917	3040.95		3176.8865	257.44		575974	2983.2		1002.65	-439.4			
2984.85	576615		3042.6	633724		3020.62	503		633724	3042.6		3177.3155	255.02		576615	2984.85		1003.2	-436.6			
2986.5	577298		3044.25	637782		3021.72	533		637782	3044.25		3178.308404	260.92		577298	2986.5		1003.75	-440.1			
2988.15	578011		3045.9	641767		3022.82	538		641767	3045.9		3179.054498	255.85		578011	2988.15		1004.3	-441.9			
2989.8	578726		3047.55	645208		3023.93	578		645208	3047.55		3179.522999	259.66		578726	2989.8		1004.85	-437.6			
2991.45	579441		3049.2	648357		3024.39	577		648357	3049.2		3180.154498	262.23		579441	2991.45		1005.4	-442.7			
2993.1	580179		3050.85	650991		3025.02	583		650991	3050.85		3180.506003	264.35		580179	2993.1		1005.95	-437			
2994.75	580970		3052.5	653634		3026.12	593		653634	3052.5		3181.256997	269.36		580970	2994.75		1006.5	-443.3			
2996.4	581925		3054.15	656175		3027.22	620		656175	3054.15		3181.725501	266		581925	2996.4		1007.05	-441.3			
2998.05	583048		3055.8	658555		3028.33	601		658555	3055.8		3182.432	257.2		583048	2998.05		1007.6	-440.2			
2999.7	584453		3057.45	661261		3029.42	620		661261	3057.45		3182.654332	257.02		584453	2999.7		1008.15	-440.6			
3001.35	585975		3059.1	663748		3030.52	617		663748	3059.1		3183.459499	238.64		585975	3001.35		1008.7	-433.5			
3003	587586		3060.75	665868		3031.62	611		665868	3060.75		3183.914334	235.49		587586	3003		1009.25	-433.5			
3004.65	589261		3062.4	668255		3032.73	604		668255	3062.4		3184.574504	227.38		589261	3004.65		1009.8	-446			
3006.3	590744		3064.05	670329		3033.82	602		670329	3064.05		3184.900498	230.55		590744	3006.3		1010.35	-437.4			
3007.95	592373		3065.7	672065		3034.92	609		672065	3065.7		3185.660997	224.69		592373	3007.95		1010.9	-441.5			
3009.6	594165		3067.35	674262		3035.39	627		674262	3067.35		3186.118999	214.45		594165	3009.6		1011.45	-439.3			
3011.25	595879		3069	676022		3036.04	661		676022	3069		3186.751667	213.36		595879	3011.25		1012	-442.2			
3012.9	597829		3070.65	677627		3036.49	618		677627	3070.65		3186.984251	218.39		597829	3012.9		1012.55	-443.9			
3014.55	600125		3072.3	679341		3037.13	572		679341	3072.3		3187.864997	208.79		600125	3014.55		1013.1	-440.1			
3016.2	602232		3073.95	680647		3037.59	573		680647	3073.95		3188.230501	204.62		602232	3016.2		1013.65	-444.8			
3017.85	604319		3075.6	682220		3038.22	478		682220	3075.6		3188.984499	198.79		604319	3017.85		1014.2	-438.1			
3019.5	606369		3077.25	683853		3038.69	474		683853	3077.25		3189.325001	197.91		606369	3019.5		1014.75	-441.4			
3021.15	608312		3078.9	685248		3039.32	386		685248	3078.9		3190.080501	200.49		608312	3021.15		1015.3	-443.6			
3022.8	610111		3080.55	686604		3040.42	356		686604	3080.55		3191.4825	198.68		610111	3022.8		1015.85	-445			
3024.45	611811		3082.2	687895		3041.53	376		687895	3082.2		3192.304751	198.66		611811	3024.45		1016.4	-440.1			
3026.1	613575		3083.85	689183		3042.62	361		689183	3083.85		3192.725499	202.65		613575	3026.1		1016.95	-443.2			
3027.75	615292		3085.5	690373		3043.7	373		690373	3085.5		3192.834073	202.92		615292	3027.75		1017.5	-445			
3029.4	617071		3087.15	691514		3044.82	373		691514	3087.15		3192.876587	207.5		617071	3029.4		1018.05	-444.4			
3031.05	618994		3088.8	692748		3045.93	369		692748	3088.8		3193.134315	204.86		618994	3031.05		1018.6	-442.5			
3032.7	620931		3090.45	693841		3046.39	386		693841	3090.45		3193.440779	202.23		620931	3032.7		1019.15	-446.4			
3034.35	622896		3092.1	694911		3047.02	429		694911	3092.1		3193.710382	207.29		622896	3034.35		1019.7	-442.7			
3036	625009		3093.75	696015		3048.12	429		696015	3093.75					625009	3036		1020.25	-442.2			
3037.65	627138		3095.4	697009		3049.32	426		697009	3095.4					627138	3037.65		1020.8	-440.5			
3039.3	630002		3097.05	698061		3050.33	414		698061	3097.05					630002	3039.3		1021.35	-441.8			
3040.95	634092		3098.7	699123		3051.42	409		699123	3098.7					634092	3040.95		1021.9	-434.6			
3042.6	638123		3100.35	700120		3052.52	397		700120	3100.35					638123	3042.6		1022.45	-445.9			
3044.25	642084		3102	701186		3053.62	414		701186	3102					642084	3044.25		1023	-439.6			
3045.9	645683		3103.65	702254		3054.07	398		702254	3103.65					645683	3045.9		1023.55	-438.3			
3047.55	648758		3105.3	703428		3054.73	344		703428	3105.3					648758	3047.55		1024.1	-442.9			
3049.2	651528		3106.95	704601		3055.82	359		704601	3106.95					651528	3049.2		1024.65	-443			
3050.85	654297		3108.6	705689		3056.92	402		705689	3108.6					654297	3050.85		1025.2	-438.6			
3052.5	656793		3110.25	706838		3058.02	384		706838	3110.25					656793	3052.5		1025.75	-441.7			
3054.15	659342		3111.9	708077		3059.13	414		708077	3111.9					659342	3054.15		1026.3	-445.4			
3055.8	661987		3113.55	709431		3060.66	376		709431	3113.55					661987	3055.8		1026.85	-440.6			
3057.45	664434		3115.2	710935		3061.32	374		710935	3115.2					664434	3057.45		1027.4	-444.1			
3059.1	667045		3116.85	712399		3061.76	365		712399	3116.85					667045	3059.1		1027.95	-443.3			
3060.75	669409		3118.5	713965		3062.42	385		713965	3118.5					669409	3060.75		1028.5	-444.4			
3062.4	671452		3120.15	715592		3062.81	390		715592	3120.15					671452	3062.4		1029.05	-440.9			
3064.05	673632		3121.8	717274		3063.53	396		717274	3121.8					673632	3064.05		1029.6	-441.2			
3065.7	675674		3123.45	719424		3064.72	489		719424	3123.45					675674	3065.7		1030.15	-444.2			
3067.35	677403		3125.1	721227		3064.8	483		721227	3125.1					677403	3067.35		1030.7	-440.5			
3069	679092		3126.75	723024		3065.06	439		723024	3126.75					679092	3069		1031.25	-434.6			
3070.65	680639		3128.4	724916		3065.72	462		724916	3128.4					680639	3070.65		1031.8	-442.5			
3072.3	682192		3130.05	726713		3066.16	471		726713	3130.05					682192	3072.3		1032.35	-442.6			
3073.95	683877		3131.7	728536		3066.82	529		728536	3131.7					683877	3073.95		1032.9	-443.8			
3075.6	685378		3133.35	730289		3067.26	512		730289	3133.35					685378	3075.6		1033.45	-430.5			
3077.25	686827		3135	731804		3067.93	562		731804	3135					686827	3077.25		1034	-441.1			
3078.9	688178		3136.65	733454		3068.33	564		733454	3136.65					688178	3078.9		1034.55	-439.5			
3080.55	689466		3138.3	735005		3069.02	554		735005	3138.3					689466	3080.55		1035.1	-437.5			
3082.2	690698		3139.95	736577		3069.45	551		736577	3139.95					690698	3082.2		1035.65	-442.3			
3083.85	691888		3141.6	738508		3070.12	536		738508	3141.6					691888	3083.85		1036.2	-445.8			
3085.5	693058		3143.25	740621		3070.56	455		740621	3143.25					693058	3085.5		1036.75	-445.1			
3087.15	694180		3144.9	742548		3071.22	466		742548	3144.9					694180	3087.15		1037.3	-443.9			
3088.8	695267		3146.55	744556		3071.66	464		744556	3146.55					695267	3088.8		1037.85	-434.7			
3090.45	696325		3148.2	746545		3072.33	491		746545	3148.2					696325	3090.45		1038.4	-436.2			
3092.1	697348		3149.85	748539		3072.73	495		748539	3149.85					697348	3092.1		1038.95	-435.5			
3093.75	698387		3151.5	750515		3073.42	494		750515	3151.5					698387	3093.75		1039.5	-433.5			
3095.4	699427		3153.15	752600		3073.74	500		752600	3153.15					699427	3095.4		1040.05	-436.9			
3097.05	700461		3154.8	754912		3073.86	544		754912	3154.8					700461	3097.05		1040.6	-434.6			
3098.7	701512		3156.45	757041		3074.52	460		757041	3156.45					701512	3098.7		1041.15	-439.7			
3100.35	702577		3158.1	759073		3074.96	446		759073	3158.1					702577	3100.35		1041.7	-436.9			
3102	703703		3159.75	760971		3075.62	466		760971	3159.75					703703	3102		1042.25	-444.7			
3103.65	704842		3161.4	763020		3076.04	490		763020	3161.4					704842	3103.65		1042.8	-441.9			
3105.3	705933		3163.05	765388		3076.73	482		765388	3163.05					705933	3105.3		1043.35	-441.7			
3106.95	707078		3164.7	767573		3077.13	486		767573	3164.7					707078	3106.95		1043.9	-446.5			
3108.6	708273		3166.35	769686		3077.82	505		769686	3166.35					708273	3108.6		1044.45	-441.3			
3110.25	709560		3168	772106		3078.17	523		772106	3168					709560	3110.25		1045	-446.3			
3111.9	710929		3169.65	774203		3078.26	543		774203	3169.65					710929	3111.9		1045.55	-440.7			
3113.55	712328		3171.3	776266		3078.92	494		776266	3171.3					712328	3113.55		1046.1	-443.6			
3115.2	713811		3172.95	778272		3079.36	498		778272	3172.95					713811	3115.2		1046.65	-442.2			
3116.85	715370		3174.6	780126		3080.02	499		780126	3174.6					715370	3116.85		1047.2	-441.6			
3118.5	716918		3176.25	782031		3080.46	504		782031	3176.25					716918	3118.5		1047.75	-431.7			
3120.15	718683		3177.9	783839		3081.13	520		783839	3177.9					718683	3120.15		1048.3	-439.2			
3121.8	720628		3179.55	785547		3082.3	508		785547	3179.55					720628	3121.8		1048.85	-441.1			
3123.45	722616		3181.2	787301		3082.62	514		787301	3181.2					722616	3123.45		1049.4	-438.3			
3125.1	724442		3182.85	788879		3083.32	521		788879	3182.85					724442	3125.1		1049.95	-429.6			
3126.75	726214		3184.5	790544		3083.76	523		790544	3184.5					726214	3126.75		1050.5	-433.7			
3128.4	728013		3186.15	792657		3084.85	538		792657	3186.15					728013	3128.4		1051.05	-431.8			
3130.05	729765		3187.8	795022		3085.53	529		795022	3187.8					729765	3130.05		1051.6	-435.9			
3131.7	731430		3189.45	797572		3085.93	527		797572	3189.45					731430	3131.7		1052.15	-436.7			
3133.35	732981		3191.1	800475		3086.62	538		800475	3191.1					732981	3133.35		1052.7	-433.2			
3135	734553		3192.75	803758		3087.03	542		803758	3192.75					734553	3135		1053.25	-434.4			
3136.65	736111					3087.72	557								736111	3136.65		1053.8	-432.3			
3138.3	737754					3088.16	540								737754	3138.3		1054.35	-434.6			
3139.95	739733					3088.82	555								739733	3139.95		1054.9	-429			
3141.6	741774					3089.27	549								741774	3141.6		1055.45	-428.2			
3143.25	743842					3089.93	561								743842	3143.25		1056	-433.6			
3144.9	745837					3091.02	584								745837	3144.9		1056.55	-425.9			
3146.55	747816					3091.45	568								747816	3146.55		1057.1	-428.4			
3148.2	749810					3092.12	570								749810	3148.2		1057.65	-427.9			
3149.85	751856					3092.56	557								751856	3149.85		1058.2	-426.7			
3151.5	754016					3093.22	596								754016	3151.5		1058.75	-419.4			
3153.15	756172					3093.65	602								756172	3153.15		1059.3	-424.5			
3154.8	758186					3094.33	590								758186	3154.8		1059.85	-421.9			
3156.45	759971					3095.42	615								759971	3156.45		1060.4	-422			
3158.1	761996					3095.86	629								761996	3158.1		1060.95	-418.5			
3159.75	764379					3096.52	639								764379	3159.75		1061.5	-421.2			
3161.4	766541					3096.96	635								766541	3161.4		1062.05	-421.4			
3163.05	768551					3097.62	652								768551	3163.05		1062.6	-424.1			
3164.7	770884					3098.05	632								770884	3164.7		1063.15	-420.7			
3166.35	773156					3098.73	647								773156	3166.35		1063.7	-434.7			
3168	775119					3099.13	643								775119	3168		1064.25	-432			
3169.65	777219					3099.82	645								777219	3169.65		1064.8	-419.7			
3171.3	779166					3100.26	624								779166	3171.3		1065.35	-430.9			
3172.95	781013					3101.36	604								781013	3172.95		1065.9	-426.8			
3174.6	782809					3102.02	605								782809	3174.6		1066.45	-425.6			
3176.25	784634					3102.37	588								784634	3176.25		1067	-424.4			
3177.9	786398					3103.61	604								786398	3177.9		1067.55	-424.6			
3179.55	788060					3104.22	594								788060	3179.55		1068.1	-430.7			
3181.2	789639					3104.66	566								789639	3181.2		1068.65	-431.6			
3182.85	791416					3105.32	581								791416	3182.85		1069.2	-429.1			
3184.5	793417					3105.76	578								793417	3184.5		1069.75	-429.7			
3186.15	795738					3106.42	595								795738	3186.15		1070.3	-423.5			
3187.8	798457					3106.86	571								798457	3187.8		1070.85	-428.7			
3189.45	801588					3107.52	584								801588	3189.45		1071.4	-429.5			
3191.1	804734					3108.03	594								804734	3191.1		1071.95	-428.4			
3192.75	807941					3108.62	605								807941	3192.75		1072.5	-430.5			
						3109.06	582											1073.05	-429.9			
						3109.72	593											1073.6	-428.1			
						3110.07	588											1074.15	-431.1			
						3110.82	602											1074.7	-432.3			
						3111.26	585											1075.25	-430.2			
						3111.92	610											1075.8	-437			
						3112.31	610											1076.35	-430.9			
						3113.03	519											1076.9	-434.2			
						3113.46	505											1077.45	-432.5			
						3114.12	512											1078	-438.2			
						3114.56	521											1078.55	-442.2			
						3115.22	611											1079.1	-436.2			
						3115.33	568											1079.65	-437.7			
						3115.66	556											1080.2	-438.8			
						3116.32	591											1080.75	-438			
						3116.83	573											1081.3	-434.8			
						3117.42	588											1081.85	-434.5			
						3117.93	597											1082.4	-434.7			
						3118.55	593											1082.95	-433.4			
						3118.93	577											1083.5	-431.9			
						3119.63	570											1084.05	-434.9			
						3120.05	531											1084.6	-428.4			
						3120.72	435											1085.15	-430.3			
						3121.23	399											1085.7	-428			
						3121.82	403											1086.25	-427.6			
						3122.26	392											1086.8	-434.3			
						3122.92	408											1087.35	-425.9			
						3123.41	401											1087.9	-431.6			
						3124.02	491											1088.45	-427.7			
						3124.46	515											1089	-433.4			
						3125.12	566											1089.55	-422.1			
						3125.63	560											1090.1	-430.5			
						3126.23	581											1090.65	-426.4			
						3126.63	478											1091.2	-426.4			
						3127.33	561											1091.75	-425.7			
						3127.83	504											1092.3	-428.8			
						3128.42	541											1092.85	-425.3			
						3128.83	531											1093.4	-424.9			
						3129.52	559											1093.95	-414.2			
						3129.88	530											1094.5	-421.4			
						3130.62	551											1095.05	-422.2			
						3131.06	545											1095.6	-422.4			
						3131.72	538											1096.15	-418			
						3132.23	512											1096.7	-423.3			
						3132.89	537											1097.25	-416.1			
						3133.23	521											1097.8	-419.4			
						3133.92	525											1098.35	-424.3			
						3134.43	530											1098.9	-418.6			
						3135.02	519											1099.45	-420			
						3135.46	520											1100	-418.9			
						3136.12	531											1100.55	-415.9			
						3136.63	518											1101.1	-410.1			
						3137.22	541											1101.65	-416.9			
						3137.66	546											1102.2	-413.5			
						3138.32	561											1102.75	-415.7			
						3138.83	542											1103.3	-422.7			
						3139.42	508											1103.85	-420.9			
						3139.8	423											1104.4	-420.7			
						3140.52	407											1104.95	-423.5			
						3141.03	408											1105.5	-421.2			
						3141.62	403											1106.05	-425.9			
						3142.06	411											1106.6	-420.3			
						3142.72	414											1107.15	-429.3			
						3143.23	388											1107.7	-426.6			
						3143.82	409											1108.25	-424.4			
						3144.26	402											1108.8	-424.2			
						3144.92	422											1109.35	-425.2			
						3145.43	439											1109.9	-425.9			
						3146.02	422											1110.45	-425.3			
						3146.46	421											1111	-429.1			
						3147.12	432											1111.55	-429.4			
						3147.63	415											1112.1	-426.7			
						3148.22	428											1112.65	-431.2			
						3148.66	402											1113.2	-428.6			
						3149.32	405											1113.75	-434			
						3149.83	392											1114.3	-430.2			
						3150.42	409											1114.85	-435.2			
						3150.85	378											1115.4	-437.3			
						3151.52	400											1115.95	-434.2			
						3152.03	408											1116.5	-430.2			
						3152.62	428											1117.05	-431.6			
						3153.06	401											1117.6	-427.9			
						3153.75	431											1118.15	-427.5			
						3154.92	410											1118.7	-434.8			
						3155.26	406											1119.25	-431.2			
						3155.92	429											1119.8	-430.2			
						3156.43	445											1120.35	-426.3			
						3157.02	419											1120.9	-427.4			
						3157.46	439											1121.45	-438.4			
						3157.65	473											1122	-425.7			
						3157.85	480											1122.55	-431.7			
						3158.12	505											1123.1	-426.4			
						3158.63	498											1123.65	-428.1			
						3158.75	498											1124.2	-433			
						3158.95	486											1124.75	-431.6			
						3159.32	421											1125.3	-429.8			
						3159.66	434											1125.85	-431.3			
						3160.32	462											1126.4	-427.2			
						3160.78	454											1126.95	-426.3			
						3161.53	473											1127.5	-426.1			
						3161.86	474											1128.05	-426.7			
						3162.52	521											1128.6	-430.7			
						3163.02	538											1129.15	-420.9			
						3163.33	556											1129.7	-428.3			
						3163.62	549											1130.25	-424.6			
						3163.94	563											1130.8	-424			
						3164.06	518											1131.35	-427.9			
						3164.35	535											1131.9	-432.6			
						3164.47	500											1132.45	-428.7			
						3164.72	470											1133	-428.9			
						3164.98	462											1133.55	-432.4			
						3165.23	467											1134.1	-432.5			
						3165.82	519											1134.65	-431.1			
						3166.23	486											1135.2	-428.5			
						3166.92	568											1135.75	-430.4			
						3167.43	570											1136.3	-428.9			
						3167.64	587											1136.85	-429.9			
						3167.75	616											1137.4	-425.9			
						3168.02	622											1137.95	-427.5			
						3168.19	630											1138.5	-430.1			
						3168.43	632											1139.05	-424.4			
						3168.67	647											1139.6	-424.8			
						3168.87	639											1140.15	-434.8			
						3169.12	556											1140.7	-430.2			
						3169.34	543											1141.25	-421.8			
						3169.49	539											1141.8	-424			
						3169.63	530											1142.35	-427.1			
						3170.22	566											1142.9	-427.2			
