. depth . depth																						
Depth (m) EDC	Ice age (a 1950) AICC		depth m EDC	Gas age (a 1950) AICC		EDC depth[m]	EDC CH4 [ppbv]		Gas age (a 1950) AICC	depth/gas age m EDC		depth m EDC (ref)	CO2compositBereiter		Ice age (a 1950) AICC	Depth/Ice age (m) EDC		Depth(m) EDC	EDC deut cor		Depth (m) EDC (ref)	nssCA800ka
1308.45	93791.4		1366.2	96130.5		1564.77	533		96130.5	1366.2		820.366466	206.22		93791.4	1308.45		444.4	-414.2			
1310.1	93938.9		1367.85	96242.1		1567.52	546		96242.1	1367.85		821.7759414	204.83		93938.9	1310.1		444.95	-417.8			
1311.75	94081.7		1369.5	96332.3		1573.02	548		96332.3	1369.5		825.6040595	212.29		94081.7	1311.75		445.5	-416.9			
1313.4	94226.1		1371.15	96528.1		1575.77	545		96528.1	1371.15		827.9604171	210.44		94226.1	1313.4		446.05	-419.1			
1315.05	94368.7		1372.8	96627.7		1578.52	579		96627.7	1372.8		829.719106	211.49		94368.7	1315.05		446.6	-417.3			
1316.7	94515		1374.45	96833.6		1581.27	565		96833.6	1374.45		831.0958121	207.95		94515	1316.7		447.15	-419.1			
1318.35	94663.9		1376.1	97032.8		1584.02	578		97032.8	1376.1		832.5181071	213.92		94663.9	1318.35		447.7	-420.3			
1320	94814.5		1377.75	97145.9		1586.77	579		97145.9	1377.75		834.5674034	214.5		94814.5	1320		448.25	-422.5			
1321.65	94974.3		1379.4	97316.6		1590.04	591		97316.6	1379.4		838.0335369	217.51		94974.3	1321.65		448.8	-417.7			
1323.3	95108.5		1381.05	97495		1592.27	567		97495	1381.05		839.2419094	222.72		95108.5	1323.3		449.35	-425.4			
1324.95	95248.8		1382.7	97625.2		1595.02	571		97625.2	1382.7		840.5464072	221.77		95248.8	1324.95		449.9	-420.8			
1326.6	95396.3		1384.35	97790.4		1597.77	566		97790.4	1384.35		841.9410763	219.25		95396.3	1326.6		450.45	-421.1			
1328.25	95555.7		1386	97986.5		1600.52	576		97986.5	1386		843.7013221	218.35		95555.7	1328.25		451	-424.1			
1329.9	95716.8		1387.65	98131.5		1603.27	568		98131.5	1387.65		847.6860963	216.42		95716.8	1329.9		451.55	-426.8			
1331.55	95877.1		1389.3	98301.7		1606.02	591		98301.7	1389.3		848.7562146	214.18		95877.1	1331.55		452.1	-425.9			
1333.2	96036.8		1390.95	98454.4		1608.77	613		98454.4	1390.95		850.4761668	210.84		96036.8	1333.2		452.65	-420.9			
1334.85	96193.2		1392.6	98611.8		1611.52	598		98611.8	1392.6		852.9791147	210.27		96193.2	1334.85		453.2	-421.9			
1336.5	96355.3		1394.25	98756.3		1614.27	601		98756.3	1394.25		855.7566346	207.6		96355.3	1336.5		453.75	-421.7			
1338.15	96510.1		1395.9	98879.5		1617.02	613		98879.5	1395.9		857.5487279	204.26		96510.1	1338.15		454.3	-422.6			
1339.8	96674		1397.55	98971.2		1619.77	610		98971.2	1397.55		859.7294097	203.79		96674	1339.8		454.85	-429.8			
1341.45	96838.6		1399.2	99074.3		1622.52	603		99074.3	1399.2		861.0171823	205.66		96838.6	1341.45		455.4	-423.9			
1343.1	96999.9		1400.85	99178.5		1625.27	609		99178.5	1400.85		862.353728	206.18		96999.9	1343.1		455.95	-421.9			
1344.75	97160.1		1402.5	99352.3		1628.02	607		99352.3	1402.5		863.8116033	200.98		97160.1	1344.75		456.5	-425.8			
1346.4	97324.4		1404.15	99523.1		1630.77	608		99523.1	1404.15		869.1113319	201.58		97324.4	1346.4		457.05	-426			
1348.05	97482.7		1405.8	99690.9		1633.52	599		99690.9	1405.8		871.8457579	200.12		97482.7	1348.05		457.6	-425.7			
1349.7	97637.2		1407.45	99836.2		1636.27	607		99836.2	1407.45		873.4317549	204.06		97637.2	1349.7		458.15	-426.4			
1351.35	97795.9		1409.1	100007		1639.52	607		100007	1409.1		875.2749283	203.87		97795.9	1351.35		458.7	-434.2			
1353	97954.9		1410.75	100169		1641.77	608		100169	1410.75		878.3407543	204.38		97954.9	1353		459.25	-427.5			
1354.65	98104.4		1412.4	100291		1644.52	615		100291	1412.4		881.3480708	206.74		98104.4	1354.65		459.8	-429.9			
1356.3	98263.6		1414.05	100386		1647.32	616		100386	1414.05		883.8545771	207.41		98263.6	1356.3		460.35	-428.1			
1357.95	98412.3		1415.7	100495		1650.02	611		100495	1415.7		890.2463627	207.64		98412.3	1357.95		460.9	-426.1			
1359.6	98562.4		1417.35	100627		1652.77	614		100627	1417.35		893.8369898	211.57		98562.4	1359.6		461.45	-438.3			
1361.25	98712.6		1419	100738		1655.52	621		100738	1419		896.7319717	215.08		98712.6	1361.25		462	-429.4			
1362.9	98854.1		1420.65	100848		1658.27	622		100848	1420.65		899.9827191	213.82		98854.1	1362.9		462.55	-434.5			
1364.55	99004.9		1422.3	100962		1661.54	632		100962	1422.3		903.0900334	219.08		99004.9	1364.55		463.1	-433.9			
1366.2	99151.8		1423.95	101075		1663.77	627		101075	1423.95		905.5023488	220.72		99151.8	1366.2		463.65	-434.6			
1367.85	99297.3		1425.6	101188		1666.52	642		101188	1425.6		908.4614436	221.15		99297.3	1367.85		464.2	-439.3			
1369.5	99447.6		1427.25	101303		1669.27	642		101303	1427.25		911.210298	223.72		99447.6	1369.5		464.75	-431.6			
1371.15	99592.7		1428.9	101469		1672.02	647		101469	1428.9		914.8801998	223.26		99592.7	1371.15		465.3	-432			
1372.8	99731.4		1430.55	101618		1674.77	656		101618	1430.55		919.0153974	221.14		99731.4	1372.8		465.85	-435.5			
1374.45	99866.9		1432.2	101770		1677.55	658		101770	1432.2		924.8982202	220.37		99866.9	1374.45		466.4	-429.4			
1376.1	100005		1433.85	101928		1680.27	650		101928	1433.85		926.6696348	217.96		100005	1376.1		466.95	-437.2			
1377.75	100140		1435.5	102043		1683.02	660		102043	1435.5		931.1346974	213.89		100140	1377.75		467.5	-429.5			
1379.4	100272		1437.15	102187		1685.77	640		102187	1437.15		934.9725	216.86		100272	1379.4		468.05	-441.5			
1381.05	100403		1438.8	102377		1688.52	651		102377	1438.8		936.877182	208.19		100403	1381.05		468.6	-436.2			
1382.7	100533		1440.45	102556		1691.27	650		102556	1440.45		939.3800774	214.78		100533	1382.7		469.15	-435.6			
1384.35	100664		1442.1	102728		1694.02	646		102728	1442.1		944.5207668	210.27		100664	1384.35		469.7	-439.9			
1386	100793		1443.75	102992		1696.77	670		102992	1443.75		947.3954136	207.67		100793	1386		470.25	-435.5			
1387.65	100925		1445.4	103249		1699.52	677		103249	1445.4		949.5717701	212.44		100925	1387.65		470.8	-439.7			
1389.3	101059		1447.05	103476		1702.27	681		103476	1447.05		955.5264583	215.7		101059	1389.3		471.35	-442.5			
1390.95	101183		1448.7	103631		1702.78	679		103631	1448.7		959.0368436	217.38		101183	1390.95		471.9	-442.1			
1392.6	101302		1450.35	103761		1705.02	692		103761	1450.35		963.0410605	223.72		101302	1392.6		472.45	-442.1			
1394.25	101432		1452	103967		1707.77	706		103967	1452		968.4316018	224.35		101432	1394.25		473	-443.5			
1395.9	101564		1453.65	104182		1710.52	715		104182	1453.65		969.6754012	223.15		101564	1395.9		473.55	-433.9			
1397.55	101694		1455.3	104386		1713.27	704		104386	1455.3		977.1685197	231.29		101694	1397.55		474.1	-439			
1399.2	101828		1456.95	104589		1716.02	722		104589	1456.95		982.165084	226.35		101828	1399.2		474.65	-443.7			
1400.85	101961		1458.6	104780		1718.77	726		104780	1458.6		986.5858841	223.45		101961	1400.85		475.2	-438.6			
1402.5	102102		1460.25	104962		1721.53	644		104962	1460.25		990.1143123	216.66		102102	1402.5		475.75	-438.4			
1404.15	102240		1461.9	105125		1724.27	535		105125	1461.9		992.5966505	212.87		102240	1404.15		476.3	-442.5			
1405.8	102380		1463.55	105228		1727.02	537		105228	1463.55		993.9321591	217.25		102380	1405.8		476.85	-444.2			
1407.45	102526		1465.2	105415		1729.77	552		105415	1465.2		996.6758252	213.78		102526	1407.45		477.4	-443.1			
1409.1	102672		1466.85	105650		1732.52	551		105650	1466.85		999.1199523	207.95		102672	1409.1		477.95	-440.5			
1410.75	102828		1468.5	105773		1735.27	531		105773	1468.5		1000.664478	210.57		102828	1410.75		478.5	-440.7			
1412.4	102995		1470.15	105899		1738.02	515		105899	1470.15		1003.116996	210.9		102995	1412.4		479.05	-438.8			
1414.05	103164		1471.8	106018		1740.77	512		106018	1471.8		1007.712516	206.38		103164	1414.05		479.6	-440.3			
1415.7	103327		1473.45	106092		1744.01	499		106092	1473.45		1013.95271	202.56		103327	1415.7		480.15	-441.9			
1417.35	103486		1475.1	106156		1746.27	521		106156	1475.1		1015.87516	202.71		103486	1417.35		480.7	-441.7			
1419	103647		1476.75	106338		1749.02	518		106338	1476.75		1017.788205	200.15		103647	1419		481.25	-441.4			
1420.65	103806		1478.4	106533		1751.77	487		106533	1478.4		1022.825617	197.4		103806	1420.65		481.8	-442.3			
1422.3	103965		1480.05	106735		1754.52	493		106735	1480.05		1026.082837	197.24		103965	1422.3		482.35	-441.6			
1423.95	104117		1481.7	106913		1757.27	494		106913	1481.7		1027.919239	199.73		104117	1423.95		482.9	-447.4			
1425.6	104269		1483.35	107083		1760.02	479		107083	1483.35		1032.475978	203.7		104269	1425.6		483.45	-437.2			
1427.25	104419		1485	107265		1762.77	456		107265	1485		1035.273478	201.67		104419	1427.25		484	-440.8			
1428.9	104580		1486.65	107491		1765.52	461		107491	1486.65		1038.377256	199.17		104580	1428.9		484.55	-436.5			
1430.55	104736		1488.3	107722		1768.27	462		107722	1488.3		1041.233601	208.98		104736	1430.55		485.1	-444.8			
1432.2	104891		1489.95	107958		1771.02	460		107958	1489.95		1042.531109	198.17		104891	1432.2		485.65	-440.5			
1433.85	105052		1491.6	108185		1773.77	449		108185	1491.6		1043.921068	200.59		105052	1433.85		486.2	-442.9			
1435.5	105205		1493.25	108395		1776.53	506		108395	1493.25		1047.324278	204.39		105205	1435.5		486.75	-441.4			
1437.15	105359		1494.9	108623		1779.27	428		108623	1494.9		1050.835775	207.21		105359	1437.15		487.3	-439.3			
1438.8	105509		1496.55	108839		1782.02	436		108839	1496.55		1053.11948	201.14		105509	1438.8		487.85	-443.4			
1440.45	105657		1498.2	109021		1784.77	415		109021	1498.2		1055.823907	203.76		105657	1440.45		488.4	-438.2			
1442.1	105799		1499.85	109222		1787.52	404		109222	1499.85		1058.832144	200.17		105799	1442.1		488.95	-446			
1443.75	105953		1501.5	109503		1790.32	382		109503	1501.5		1063.240053	203.43		105953	1443.75		489.5	-441.3			
1445.4	106110		1503.15	109741		1793.49	409		109741	1503.15		1066.690511	205.42		106110	1445.4		490.05	-435.8			
1447.05	106271		1504.8	109883		1795.77	375		109883	1504.8		1071.26798	211.26		106271	1447.05		490.6	-447.9			
1448.7	106437		1506.45	110050		1799.56	395		110050	1506.45		1076.016234	215.55		106437	1448.7		491.15	-444.6			
1450.35	106608		1508.1	110249		1801.27	395		110249	1508.1		1080.778415	220.33		106608	1450.35		491.7	-436.3			
1452	106778		1509.75	110491		1804.57	406		110491	1509.75		1084.098844	225.17		106778	1452		492.25	-442.5			
1453.65	106960		1511.4	110727		1806.77	368		110727	1511.4		1088.735579	235.02		106960	1453.65		492.8	-441.3			
1455.3	107149		1513.05	110925		1809.52	432		110925	1513.05		1094.355721	237.56		107149	1455.3		493.35	-432			
1456.95	107346		1514.7	111129		1812.27	358		111129	1514.7		1101.254645	239.46		107346	1456.95		493.9	-442.6			
1458.6	107548		1516.35	111321		1815.02	342		111321	1516.35		1104.782948	232.79		107548	1458.6		494.45	-438.7			
1460.25	107749		1518	111500		1817.77	349		111500	1518		1109.224576	232.33		107749	1460.25		495	-445.1			
1461.9	107952		1519.65	111683		1820.52	359		111683	1519.65		1113.049459	230.89		107952	1461.9		495.55	-440.2			
1463.55	108157		1521.3	111892		1823.27	368		111892	1521.3		1117.018422	232.74		108157	1463.55		496.1	-443.8			
1465.2	108352		1522.95	112112		1826.49	375		112112	1522.95		1120.304564	231.33		108352	1465.2		496.65	-443			
1466.85	108551		1524.6	112332		1828.77	385		112332	1524.6		1124.239658	241.24		108551	1466.85		497.2	-446.5			
1468.5	108742		1526.25	112582		1831.55	401		112582	1526.25		1130.256132	243.27		108742	1468.5		497.75	-441.5			
1470.15	108940		1527.9	112805		1834.3	401		112805	1527.9		1137.009024	249.52		108940	1470.15		498.3	-446.5			
1471.8	109133		1529.55	112946		1837.02	375		112946	1529.55		1141.09316	249.94		109133	1471.8		498.85	-444.9			
1473.45	109328		1531.2	113110		1839.77	391		113110	1531.2		1143.842609	239.34		109328	1473.45		499.4	-438.9			
1475.1	109523		1532.85	113271		1843.03	402		113271	1532.85		1147.291623	238.01		109523	1475.1		499.95	-438.3			
1476.75	109723		1534.5	113441		1845.27	410		113441	1534.5		1150.098921	231.68		109723	1476.75		500.5	-436.4			
1478.4	109920		1536.15	113619		1848.49	421		113619	1536.15		1154.085414	224.92		109920	1478.4		501.05	-442.4			
1480.05	110121		1537.8	113783		1850.77	423		113783	1537.8		1158.933696	226.65		110121	1480.05		501.6	-448			
1481.7	110327		1539.45	113960		1853.52	471		113960	1539.45		1163.44518	224.14		110327	1481.7		502.15	-444.2			
1483.35	110534		1541.1	114135		1856.3	428		114135	1541.1		1169.109061	227.3		110534	1483.35		502.7	-441.7			
1485	110743		1542.75	114300		1859.49	433		114300	1542.75		1172.812613	229.26		110743	1485		503.25	-439.5			
1486.65	110955		1544.4	114476		1861.77	441		114476	1544.4		1178.895916	234.74		110955	1486.65		503.8	-442.1			
1488.3	111170		1546.05	114668		1864.52	404		114668	1546.05		1185.154653	230.6		111170	1488.3		504.35	-437.5			
1489.95	111386		1547.7	114811		1867.32	400		114811	1547.7		1190.084736	233.92		111386	1489.95		504.9	-444.1			
1491.6	111594		1549.35	114956		1870.02	432		114956	1549.35		1196.750726	230.33		111594	1491.6		505.45	-440.6			
1493.25	111795		1551	115156		1872.82	422		115156	1551		1203.315788	234.13		111795	1493.25		506	-442.5			
1494.9	112008		1552.65	115330		1875.99	426		115330	1552.65		1207.817707	238.89		112008	1494.9		506.55	-443.5			
1496.55	112218		1554.3	115485		1878.27	413		115485	1554.3		1213.308837	240.87		112218	1496.55		507.1	-443.7			
1498.2	112417		1555.95	115623		1881.03	402		115623	1555.95		1220.488765	246.32		112417	1498.2		507.65	-446.5			
1499.85	112625		1557.6	115765		1883.77	403		115765	1557.6		1228.701676	247.1		112625	1499.85		508.2	-438.8			
1501.5	112829		1559.25	115971		1886.52	393		115971	1559.25		1234.274277	250.79		112829	1501.5		508.75	-438.3			
1503.15	113020		1560.9	116187		1889.27	385		116187	1560.9		1240.174944	243.16		113020	1503.15		509.3	-441.2			
1504.8	113207		1562.55	116379		1892.02	407		116379	1562.55		1248.027332	238.42		113207	1504.8		509.85	-442.3			
1506.45	113388		1564.2	116474		1894.77	399		116474	1564.2		1252.889406	234.69		113388	1506.45		510.4	-443.3			
1508.1	113574		1565.85	116526		1897.52	422		116526	1565.85		1258.099197	228.76		113574	1508.1		510.95	-443.2			
1509.75	113757		1567.5	116664		1900.32	400		116664	1567.5		1264.690727	223.38		113757	1509.75		511.5	-439.5			
1511.4	113941		1569.15	116818		1903.02	410		116818	1569.15		1270.25106	221.06		113941	1511.4		512.05	-441.5			
1513.05	114109		1570.8	116980		1905.77	407		116980	1570.8		1275.207598	223.63		114109	1513.05		512.6	-441.8			
1514.7	114282		1572.45	117137		1908.52	440		117137	1572.45		1280.527266	217.8		114282	1514.7		513.15	-442.2			
1516.35	114448		1574.1	117284		1911.27	407		117284	1574.1		1285.365733	223.99		114448	1516.35		513.7	-441.7			
1518	114614		1575.75	117404		1914.02	415		117404	1575.75		1290.468007	227.38		114614	1518		514.25	-446.3			
1519.65	114784		1577.4	117536		1916.77	410		117536	1577.4		1295.30752	228.88		114784	1519.65		514.8	-440.9			
1521.3	114950		1579.05	117667		1919.98	424		117667	1579.05		1302.199035	229.74		114950	1521.3		515.35	-442.5			
1522.95	115116		1580.7	117821		1922.27	413		117821	1580.7		1306.9563	231.56		115116	1522.95		515.9	-437.8			
1524.6	115281		1582.35	117990		1925.02	442		117990	1582.35		1312.434982	231.12		115281	1524.6		516.45	-439.7			
1526.25	115445		1584	118159		1927.77	411		118159	1584		1316.687607	233.74		115445	1526.25		517	-445.6			
1527.9	115607		1585.65	118318		1930.52	417		118318	1585.65		1324.019893	232.46		115607	1527.9		517.55	-445.7			
1529.55	115759		1587.3	118486		1933.32	393		118486	1587.3		1332.899895	235.16		115759	1529.55		518.1	-440.6			
1531.2	115915		1588.95	118623		1936.03	384		118623	1588.95		1337.491422	238.21		115915	1531.2		518.65	-436.9			
1532.85	116066		1590.6	118736		1938.77	424		118736	1590.6		1347.058962	242.41		116066	1532.85		519.2	-432.8			
1534.5	116215		1592.25	118843		1941.52	433		118843	1592.25		1355.293967	242.91		116215	1534.5		519.75	-446.1			
1536.15	116365		1593.9	118963		1944.27	449		118963	1593.9		1363.146762	246.2		116365	1536.15		520.3	-443.7			
1537.8	116508		1595.55	119091		1947.02	479		119091	1595.55		1370.701517	245.76		116508	1537.8		520.85	-438.8			
1539.45	116648		1597.2	119238		1949.77	495		119238	1597.2		1378.958163	242.35		116648	1539.45		521.4	-443.3			
1541.1	116793		1598.85	119387		1952.52	496		119387	1598.85		1385.503233	239.86		116793	1541.1		521.95	-446.2			
1542.75	116933		1600.5	119519		1955.27	445		119519	1600.5		1392.305642	243.18		116933	1542.75		522.5	-442.9			
1544.4	117074		1602.15	119651		1958.02	478		119651	1602.15		1402.588103	242.99		117074	1544.4		523.05	-439.2			
1546.05	117216		1603.8	119816		1960.77	442		119816	1603.8		1409.811435	245.63		117216	1546.05		523.6	-437.7			
1547.7	117349		1605.45	119950		1963.53	448		119950	1605.45		1416.30225	247.87		117349	1547.7		524.15	-436.2			
1549.35	117485		1607.1	120057		1966.27	484		120057	1607.1		1427.475434	244.76		117485	1549.35		524.7	-442			
1551	117628		1608.75	120182		1969.02	480		120182	1608.75		1434.479726	240.07		117628	1551		525.25	-440.3			
1552.65	117763		1610.4	120303		1974.52	433		120303	1610.4		1442.329875	237.07		117763	1552.65		525.8	-443.1			
1554.3	117905		1612.05	120407		1977.78	456		120407	1612.05		1445.834233	240.68		117905	1554.3		526.35	-442.2			
1555.95	118045		1613.7	120539		1980.02	427		120539	1613.7		1454.396787	247.76		118045	1555.95		526.9	-444.4			
1557.6	118182		1615.35	120668		1982.77	457		120668	1615.35		1454.857007	238.88		118182	1557.6		527.45	-445.4			
1559.25	118313		1617	120819		1985.52	471		120819	1617		1460.295046	242.36		118313	1559.25		528	-443.5			
1560.9	118448		1618.65	120944		1988.27	466		120944	1618.65		1465.847011	248.78		118448	1560.9		528.55	-438.3			
1562.55	118586		1620.3	121050		1991.02	499		121050	1620.3		1471.409962	257.58		118586	1562.55		529.1	-445.8			
1564.2	118725		1621.95	121171		1993.77	547		121171	1621.95		1476.010038	241.4		118725	1564.2		529.65	-445			
1565.85	118861		1623.6	121321		1996.52	550		121321	1623.6		1477.005962	244.83		118861	1565.85		530.2	-435.6			
1567.5	118994		1625.25	121466		1999.27	542		121466	1625.25		1482.300018	240.34		118994	1567.5		530.75	-440.3			
1569.15	119122		1626.9	121601		2002.47	479		121601	1626.9		1493.300007	236.43		119122	1569.15		531.3	-442			
1570.8	119258		1628.55	121712		2004.77	483		121712	1628.55		1499.090015	244.44		119258	1570.8		531.85	-437.9			
1572.45	119395		1630.2	121838		2007.52	452		121838	1630.2		1504.300004	244.13		119395	1572.45		532.4	-440.8			
1574.1	119528		1631.85	121969		2010.27	490		121969	1631.85		1510.199975	246.69		119528	1574.1		532.95	-445.1			
1575.75	119655		1633.5	122110		2013.51	496		122110	1633.5		1521.18	257.93		119655	1575.75		533.5	-439.5			
1577.4	119788		1635.15	122240		2015.77	496		122240	1635.15		1526.649996	256.79		119788	1577.4		534.05	-445.5			
1579.05	119923		1636.8	122384		2018.52	528		122384	1636.8		1529.500032	263.12		119923	1579.05		534.6	-441.7			
1580.7	120057		1638.45	122514		2021.27	530		122514	1638.45		1531.295003	264.75		120057	1580.7		535.15	-443.3			
1582.35	120188		1640.1	122659		2024.51	532		122659	1640.1		1536.750037	260.58		120188	1582.35		535.7	-441.9			
1584	120318		1641.75	122796		2026.77	514		122796	1641.75		1542.25	267.9		120318	1584		536.25	-444			
1585.65	120445		1643.4	122931		2029.52	476		122931	1643.4		1547.749955	275.07		120445	1585.65		536.8	-442.9			
1587.3	120575		1645.05	123056		2032.27	459		123056	1645.05		1553.891971	276.96		120575	1587.3		537.35	-440.2			
1588.95	120708		1646.7	123192		2035.02	447		123192	1646.7		1558.750034	273.16		120708	1588.95		537.9	-436.1			
1590.6	120836		1648.35	123324		2038.23	437		123324	1648.35		1564.250135	273.63		120836	1590.6		538.45	-438.6			
1592.25	120961		1650	123462		2040.52	446		123462	1650		1572.994949	274.03		120961	1592.25		539	-434.9			
1593.9	121088		1651.65	123584		2043.3	462		123584	1651.65		1578.449954	274.98		121088	1593.9		539.55	-439.5			
1595.55	121218		1653.3	123704		2046.02	425		123704	1653.3		1589.465004	277.72		121218	1595.55		540.1	-440.7			
1597.2	121351		1654.95	123789		2048.77	423		123789	1654.95		1597.250054	267.74		121351	1597.2		540.65	-438.3			
1598.85	121486		1656.6	123864		2051.52	432		123864	1656.6		1602.795	274.59		121486	1598.85		541.2	-447.2			
1600.5	121619		1658.25	124001		2054.27	470		124001	1658.25		1608.249984	268.73		121619	1600.5		541.75	-441.8			
1602.15	121744		1659.9	124145		2057.54	471		124145	1659.9		1613.750012	276.82		121744	1602.15		542.3	-439.3			
1603.8	121872		1661.55	124296		2059.82	496		124296	1661.55		1624.795055	279.48		121872	1603.8		542.85	-441.3			
1605.45	122001		1663.2	124402		2062.52	512		124402	1663.2		1630.250004	276.61		122001	1605.45		543.4	-437.7			
1607.1	122127		1664.85	124485		2065.36	503		124485	1664.85		1633.382979	278.25		122127	1607.1		543.95	-438.9			
1608.75	122253		1666.5	124623		2068.02	493		124623	1666.5		1635.749958	279		122253	1608.75		544.5	-439.9			
1610.4	122377		1668.15	124768		2070.77	472		124768	1668.15		1644.49494	279.16		122377	1610.4		545.05	-437.4			
1612.05	122502		1669.8	124904		2073.52	488		124904	1669.8		1652.295013	274.6		122502	1612.05		545.6	-439.3			
1613.7	122632		1671.45	125067		2076.27	530		125067	1671.45		1657.749942	275.87		122632	1613.7		546.15	-441.4			
1615.35	122758		1673.1	125205		2079.02	534		125205	1673.1		1663.250096	281.54		122758	1615.35		546.7	-441.8			
1617	122887		1674.75	125326		2081.77	548		125326	1674.75		1668.749945	275.52		122887	1617		547.25	-448.1			
1618.65	123013		1676.4	125454		2084.52	564		125454	1676.4		1674.294955	276.81		123013	1618.65		547.8	-445.4			
